resume_text,profession
"Name: Candidate_1554. Experience: 2 years. Skills: PHP, Laravel. Education: MCA.",Frontend Developer
"Name: Candidate_1555. Experience: 2 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_1556. Experience: 4 years. Skills: Python, SQL, ML. Education: MCA.",Data Scientist
"Name: Candidate_1557. Experience: 7 years. Skills: JavaScript, React. Education: MBA.",DevOps Engineer
"Name: Candidate_1558. Experience: 1 years. Skills: JavaScript, React. Education: Diploma in CS.",Virtual Assistant
"Name: Candidate_1559. Experience: 5 years. Skills: C++, IoT. Education: MCA.",Virtual Assistant
"Name: Candidate_1560. Experience: 12 years. Skills: Python, SQL, ML. Education: Diploma in CS.",Backend Developer
"Name: Candidate_1561. Experience: 0 years. Skills: Python, SQL, ML. Education: B.Com.",Data Analyst
"Name: Candidate_1562. Experience: 6 years. Skills: AWS, DevOps. Education: B.Sc in IT.",Frontend Developer
"Name: Candidate_1563. Experience: 8 years. Skills: Angular, TypeScript. Education: M.Tech.",Product Manager
"Name: Candidate_1564. Experience: 1 years. Skills: Excel, Admin. Education: M.Tech.",Virtual Assistant
"Name: Candidate_1565. Experience: 6 years. Skills: C++, IoT. Education: B.Tech in CS.",Data Analyst
"Name: Candidate_1566. Experience: 3 years. Skills: Python, SQL, ML. Education: M.Tech.",Backend Developer
"Name: Candidate_1567. Experience: 8 years. Skills: C++, IoT. Education: B.Com.",Frontend Developer
"Name: Candidate_1568. Experience: 8 years. Skills: Excel, Admin. Education: MCA.",Product Manager
"Name: Candidate_1569. Experience: 13 years. Skills: C++, IoT. Education: B.Com.",Backend Developer
"Name: Candidate_1570. Experience: 12 years. Skills: R, Statistics. Education: BCA.",Frontend Developer
"Name: Candidate_1571. Experience: 2 years. Skills: R, Statistics. Education: M.Tech.",Data Analyst
"Name: Candidate_1572. Experience: 3 years. Skills: PHP, Laravel. Education: M.Tech.",Data Analyst
"Name: Candidate_1573. Experience: 7 years. Skills: AWS, DevOps. Education: MBA.",Product Manager
"Name: Candidate_1574. Experience: 15 years. Skills: Node.js, MongoDB. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_1575. Experience: 8 years. Skills: Excel, Admin. Education: B.Sc in IT.",Frontend Developer
"Name: Candidate_1576. Experience: 8 years. Skills: Python, SQL, ML. Education: MBA.",Data Scientist
"Name: Candidate_1577. Experience: 5 years. Skills: Excel, Admin. Education: MBA.",Virtual Assistant
"Name: Candidate_1578. Experience: 12 years. Skills: JavaScript, React. Education: B.Com.",Data Analyst
"Name: Candidate_1579. Experience: 1 years. Skills: AWS, DevOps. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_1580. Experience: 10 years. Skills: PHP, Laravel. Education: B.Com.",Virtual Assistant
"Name: Candidate_1581. Experience: 5 years. Skills: PHP, Laravel. Education: MBA.",Virtual Assistant
"Name: Candidate_1582. Experience: 9 years. Skills: Angular, TypeScript. Education: BCA.",Virtual Assistant
"Name: Candidate_1583. Experience: 14 years. Skills: Excel, Admin. Education: Diploma in CS.",Data Scientist
"Name: Candidate_1584. Experience: 6 years. Skills: C++, IoT. Education: B.Tech in CS.",Product Manager
"Name: Candidate_1585. Experience: 10 years. Skills: Excel, Admin. Education: BCA.",Embedded Engineer
"Name: Candidate_1586. Experience: 15 years. Skills: Angular, TypeScript. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_1587. Experience: 13 years. Skills: Node.js, MongoDB. Education: M.Tech.",Backend Developer
"Name: Candidate_1588. Experience: 7 years. Skills: JavaScript, React. Education: B.Sc in IT.",DevOps Engineer
"Name: Candidate_1589. Experience: 4 years. Skills: AWS, DevOps. Education: M.Tech.",Data Scientist
"Name: Candidate_1590. Experience: 12 years. Skills: Java, Spring. Education: BCA.",Virtual Assistant
"Name: Candidate_1591. Experience: 9 years. Skills: Python, SQL, ML. Education: B.Com.",Data Analyst
"Name: Candidate_1592. Experience: 3 years. Skills: R, Statistics. Education: MCA.",Product Manager
"Name: Candidate_1593. Experience: 6 years. Skills: C++, IoT. Education: BCA.",Virtual Assistant
"Name: Candidate_1594. Experience: 14 years. Skills: Angular, TypeScript. Education: B.Com.",Product Manager
"Name: Candidate_1595. Experience: 15 years. Skills: JavaScript, React. Education: BCA.",Data Analyst
"Name: Candidate_1596. Experience: 9 years. Skills: Angular, TypeScript. Education: M.Tech.",DevOps Engineer
"Name: Candidate_1597. Experience: 14 years. Skills: AWS, DevOps. Education: M.Tech.",Backend Developer
"Name: Candidate_1598. Experience: 6 years. Skills: R, Statistics. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_1599. Experience: 13 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_1600. Experience: 7 years. Skills: PHP, Laravel. Education: MCA.",Frontend Developer
"Name: Candidate_1601. Experience: 9 years. Skills: Python, SQL, ML. Education: MCA.",Product Manager
"Name: Candidate_1602. Experience: 14 years. Skills: PHP, Laravel. Education: B.Com.",Virtual Assistant
"Name: Candidate_1603. Experience: 9 years. Skills: R, Statistics. Education: M.Tech.",Frontend Developer
"Name: Candidate_1604. Experience: 12 years. Skills: Angular, TypeScript. Education: BCA.",Virtual Assistant
"Name: Candidate_1605. Experience: 12 years. Skills: Python, SQL, ML. Education: MCA.",Backend Developer
"Name: Candidate_1606. Experience: 0 years. Skills: JavaScript, React. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_1607. Experience: 10 years. Skills: Angular, TypeScript. Education: B.Com.",Frontend Developer
"Name: Candidate_1608. Experience: 5 years. Skills: PHP, Laravel. Education: B.Tech in CS.",DevOps Engineer
"Name: Candidate_1609. Experience: 4 years. Skills: Python, SQL, ML. Education: M.Tech.",Backend Developer
"Name: Candidate_1610. Experience: 7 years. Skills: JavaScript, React. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_1611. Experience: 4 years. Skills: Java, Spring. Education: BCA.",Data Analyst
"Name: Candidate_1612. Experience: 14 years. Skills: PHP, Laravel. Education: MBA.",Product Manager
"Name: Candidate_1613. Experience: 10 years. Skills: PHP, Laravel. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_1614. Experience: 1 years. Skills: R, Statistics. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_1615. Experience: 11 years. Skills: Angular, TypeScript. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_1616. Experience: 9 years. Skills: Node.js, MongoDB. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_1617. Experience: 5 years. Skills: Excel, Admin. Education: B.Tech in CS.",Data Analyst
"Name: Candidate_1618. Experience: 5 years. Skills: Excel, Admin. Education: B.Tech in CS.",Product Manager
"Name: Candidate_1619. Experience: 15 years. Skills: C++, IoT. Education: MCA.",Frontend Developer
"Name: Candidate_1620. Experience: 0 years. Skills: Java, Spring. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_1621. Experience: 11 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_1622. Experience: 10 years. Skills: AWS, DevOps. Education: MBA.",DevOps Engineer
"Name: Candidate_1623. Experience: 4 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_1624. Experience: 3 years. Skills: Excel, Admin. Education: B.Sc in IT.",Frontend Developer
"Name: Candidate_1625. Experience: 5 years. Skills: Python, SQL, ML. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_1626. Experience: 15 years. Skills: Python, SQL, ML. Education: MBA.",Product Manager
"Name: Candidate_1627. Experience: 9 years. Skills: JavaScript, React. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_1628. Experience: 4 years. Skills: AWS, DevOps. Education: Diploma in CS.",Data Analyst
"Name: Candidate_1629. Experience: 2 years. Skills: PHP, Laravel. Education: MCA.",Backend Developer
"Name: Candidate_1630. Experience: 11 years. Skills: Python, SQL, ML. Education: B.Tech in CS.",Data Analyst
"Name: Candidate_1631. Experience: 7 years. Skills: AWS, DevOps. Education: B.Com.",Product Manager
"Name: Candidate_1632. Experience: 9 years. Skills: R, Statistics. Education: MCA.",Virtual Assistant
"Name: Candidate_1633. Experience: 11 years. Skills: AWS, DevOps. Education: M.Tech.",Backend Developer
"Name: Candidate_1634. Experience: 2 years. Skills: JavaScript, React. Education: B.Sc in IT.",Frontend Developer
"Name: Candidate_1635. Experience: 1 years. Skills: R, Statistics. Education: B.Com.",Embedded Engineer
"Name: Candidate_1636. Experience: 10 years. Skills: AWS, DevOps. Education: B.Tech in CS.",Product Manager
"Name: Candidate_1637. Experience: 12 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",Data Scientist
"Name: Candidate_1638. Experience: 5 years. Skills: Excel, Admin. Education: B.Com.",Backend Developer
"Name: Candidate_1639. Experience: 7 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",Data Analyst
"Name: Candidate_1640. Experience: 6 years. Skills: PHP, Laravel. Education: B.Tech in CS.",Data Analyst
"Name: Candidate_1641. Experience: 0 years. Skills: Python, SQL, ML. Education: M.Tech.",Data Scientist
"Name: Candidate_1642. Experience: 3 years. Skills: PHP, Laravel. Education: MBA.",DevOps Engineer
"Name: Candidate_1643. Experience: 7 years. Skills: Angular, TypeScript. Education: Diploma in CS.",Data Scientist
"Name: Candidate_1644. Experience: 13 years. Skills: JavaScript, React. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_1645. Experience: 7 years. Skills: Angular, TypeScript. Education: MCA.",Virtual Assistant
"Name: Candidate_1646. Experience: 6 years. Skills: Excel, Admin. Education: BCA.",Virtual Assistant
"Name: Candidate_1647. Experience: 12 years. Skills: PHP, Laravel. Education: Diploma in CS.",Product Manager
"Name: Candidate_1648. Experience: 5 years. Skills: C++, IoT. Education: B.Sc in IT.",DevOps Engineer
"Name: Candidate_1649. Experience: 4 years. Skills: Angular, TypeScript. Education: MCA.",Frontend Developer
"Name: Candidate_1650. Experience: 3 years. Skills: Java, Spring. Education: B.Tech in CS.",Frontend Developer
"Name: Candidate_1651. Experience: 0 years. Skills: PHP, Laravel. Education: Diploma in CS.",Product Manager
"Name: Candidate_1652. Experience: 10 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_1653. Experience: 11 years. Skills: Node.js, MongoDB. Education: MBA.",DevOps Engineer
"Name: Candidate_1654. Experience: 10 years. Skills: Node.js, MongoDB. Education: MCA.",Embedded Engineer
"Name: Candidate_1655. Experience: 11 years. Skills: Java, Spring. Education: MCA.",Data Analyst
"Name: Candidate_1656. Experience: 8 years. Skills: C++, IoT. Education: B.Tech in CS.",Product Manager
"Name: Candidate_1657. Experience: 6 years. Skills: Node.js, MongoDB. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_1658. Experience: 13 years. Skills: Excel, Admin. Education: Diploma in CS.",Backend Developer
"Name: Candidate_1659. Experience: 3 years. Skills: Node.js, MongoDB. Education: M.Tech.",Embedded Engineer
"Name: Candidate_1660. Experience: 0 years. Skills: JavaScript, React. Education: BCA.",Virtual Assistant
"Name: Candidate_1661. Experience: 7 years. Skills: AWS, DevOps. Education: BCA.",DevOps Engineer
"Name: Candidate_1662. Experience: 7 years. Skills: Node.js, MongoDB. Education: B.Com.",Product Manager
"Name: Candidate_1663. Experience: 6 years. Skills: Python, SQL, ML. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_1664. Experience: 6 years. Skills: Node.js, MongoDB. Education: MBA.",Frontend Developer
"Name: Candidate_1665. Experience: 3 years. Skills: JavaScript, React. Education: MCA.",Backend Developer
"Name: Candidate_1666. Experience: 9 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",Virtual Assistant
"Name: Candidate_1667. Experience: 12 years. Skills: Excel, Admin. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_1668. Experience: 11 years. Skills: Excel, Admin. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_1669. Experience: 4 years. Skills: JavaScript, React. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_1670. Experience: 15 years. Skills: C++, IoT. Education: B.Com.",Product Manager
"Name: Candidate_1671. Experience: 10 years. Skills: PHP, Laravel. Education: Diploma in CS.",Data Analyst
"Name: Candidate_1672. Experience: 8 years. Skills: C++, IoT. Education: BCA.",Virtual Assistant
"Name: Candidate_1673. Experience: 7 years. Skills: R, Statistics. Education: M.Tech.",Backend Developer
"Name: Candidate_1674. Experience: 8 years. Skills: PHP, Laravel. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_1675. Experience: 9 years. Skills: Python, SQL, ML. Education: Diploma in CS.",Backend Developer
"Name: Candidate_1676. Experience: 7 years. Skills: C++, IoT. Education: B.Com.",Embedded Engineer
"Name: Candidate_1677. Experience: 14 years. Skills: AWS, DevOps. Education: M.Tech.",Embedded Engineer
"Name: Candidate_1678. Experience: 6 years. Skills: Java, Spring. Education: B.Com.",Data Scientist
"Name: Candidate_1679. Experience: 15 years. Skills: AWS, DevOps. Education: B.Com.",Backend Developer
"Name: Candidate_1680. Experience: 6 years. Skills: C++, IoT. Education: B.Com.",Data Scientist
"Name: Candidate_1681. Experience: 3 years. Skills: R, Statistics. Education: BCA.",Product Manager
"Name: Candidate_1682. Experience: 5 years. Skills: C++, IoT. Education: MCA.",Product Manager
"Name: Candidate_1683. Experience: 3 years. Skills: JavaScript, React. Education: BCA.",Data Scientist
"Name: Candidate_1684. Experience: 14 years. Skills: Java, Spring. Education: B.Com.",Data Scientist
"Name: Candidate_1685. Experience: 14 years. Skills: Python, SQL, ML. Education: Diploma in CS.",Virtual Assistant
"Name: Candidate_1686. Experience: 10 years. Skills: Node.js, MongoDB. Education: B.Com.",Data Analyst
"Name: Candidate_1687. Experience: 7 years. Skills: Node.js, MongoDB. Education: M.Tech.",Data Scientist
"Name: Candidate_1688. Experience: 10 years. Skills: Python, SQL, ML. Education: M.Tech.",Virtual Assistant
"Name: Candidate_1689. Experience: 8 years. Skills: Excel, Admin. Education: Diploma in CS.",Product Manager
"Name: Candidate_1690. Experience: 13 years. Skills: PHP, Laravel. Education: B.Com.",Embedded Engineer
"Name: Candidate_1691. Experience: 14 years. Skills: C++, IoT. Education: MBA.",Product Manager
"Name: Candidate_1692. Experience: 3 years. Skills: Python, SQL, ML. Education: M.Tech.",Product Manager
"Name: Candidate_1693. Experience: 3 years. Skills: R, Statistics. Education: M.Tech.",Product Manager
"Name: Candidate_1694. Experience: 11 years. Skills: JavaScript, React. Education: B.Sc in IT.",Frontend Developer
"Name: Candidate_1695. Experience: 14 years. Skills: Python, SQL, ML. Education: MBA.",Data Analyst
"Name: Candidate_1696. Experience: 12 years. Skills: JavaScript, React. Education: B.Tech in CS.",Frontend Developer
"Name: Candidate_1697. Experience: 4 years. Skills: Angular, TypeScript. Education: MBA.",Backend Developer
"Name: Candidate_1698. Experience: 3 years. Skills: Python, SQL, ML. Education: MCA.",Embedded Engineer
"Name: Candidate_1699. Experience: 13 years. Skills: PHP, Laravel. Education: BCA.",Product Manager
"Name: Candidate_1700. Experience: 0 years. Skills: Excel, Admin. Education: MBA.",Product Manager
"Name: Candidate_1701. Experience: 10 years. Skills: Excel, Admin. Education: MCA.",Data Analyst
"Name: Candidate_1702. Experience: 7 years. Skills: PHP, Laravel. Education: BCA.",Embedded Engineer
"Name: Candidate_1703. Experience: 15 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",DevOps Engineer
"Name: Candidate_1704. Experience: 6 years. Skills: JavaScript, React. Education: Diploma in CS.",Virtual Assistant
"Name: Candidate_1705. Experience: 10 years. Skills: C++, IoT. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_1706. Experience: 7 years. Skills: Angular, TypeScript. Education: MCA.",Backend Developer
"Name: Candidate_1707. Experience: 1 years. Skills: Python, SQL, ML. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_1708. Experience: 2 years. Skills: AWS, DevOps. Education: MBA.",DevOps Engineer
"Name: Candidate_1709. Experience: 4 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",Backend Developer
"Name: Candidate_1710. Experience: 5 years. Skills: C++, IoT. Education: Diploma in CS.",Backend Developer
"Name: Candidate_1711. Experience: 1 years. Skills: JavaScript, React. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_1712. Experience: 10 years. Skills: Python, SQL, ML. Education: BCA.",Embedded Engineer
"Name: Candidate_1713. Experience: 5 years. Skills: Angular, TypeScript. Education: BCA.",Data Analyst
"Name: Candidate_1714. Experience: 9 years. Skills: Excel, Admin. Education: Diploma in CS.",Frontend Developer
"Name: Candidate_1715. Experience: 11 years. Skills: Python, SQL, ML. Education: M.Tech.",Frontend Developer
"Name: Candidate_1716. Experience: 10 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_1717. Experience: 12 years. Skills: Python, SQL, ML. Education: MCA.",Frontend Developer
"Name: Candidate_1718. Experience: 10 years. Skills: R, Statistics. Education: B.Com.",Backend Developer
"Name: Candidate_1719. Experience: 10 years. Skills: Java, Spring. Education: M.Tech.",Virtual Assistant
"Name: Candidate_1720. Experience: 6 years. Skills: C++, IoT. Education: MCA.",Embedded Engineer
"Name: Candidate_1721. Experience: 13 years. Skills: PHP, Laravel. Education: M.Tech.",Data Scientist
"Name: Candidate_1722. Experience: 10 years. Skills: PHP, Laravel. Education: B.Sc in IT.",Data Scientist
"Name: Candidate_1723. Experience: 14 years. Skills: R, Statistics. Education: B.Com.",Product Manager
"Name: Candidate_1724. Experience: 14 years. Skills: Python, SQL, ML. Education: B.Tech in CS.",Frontend Developer
"Name: Candidate_1725. Experience: 1 years. Skills: C++, IoT. Education: B.Tech in CS.",Data Analyst
"Name: Candidate_1726. Experience: 10 years. Skills: Angular, TypeScript. Education: BCA.",Frontend Developer
"Name: Candidate_1727. Experience: 0 years. Skills: R, Statistics. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_1728. Experience: 1 years. Skills: JavaScript, React. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_1729. Experience: 5 years. Skills: R, Statistics. Education: BCA.",Virtual Assistant
"Name: Candidate_1730. Experience: 2 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_1731. Experience: 10 years. Skills: AWS, DevOps. Education: B.Com.",Data Analyst
"Name: Candidate_1732. Experience: 2 years. Skills: Python, SQL, ML. Education: MCA.",Backend Developer
"Name: Candidate_1733. Experience: 6 years. Skills: AWS, DevOps. Education: B.Tech in CS.",Frontend Developer
"Name: Candidate_1734. Experience: 8 years. Skills: Angular, TypeScript. Education: MCA.",Frontend Developer
"Name: Candidate_1735. Experience: 0 years. Skills: Angular, TypeScript. Education: B.Com.",Data Analyst
"Name: Candidate_1736. Experience: 7 years. Skills: C++, IoT. Education: BCA.",Backend Developer
"Name: Candidate_1737. Experience: 9 years. Skills: Python, SQL, ML. Education: MBA.",Virtual Assistant
"Name: Candidate_1738. Experience: 0 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_1739. Experience: 1 years. Skills: Java, Spring. Education: M.Tech.",Backend Developer
"Name: Candidate_1740. Experience: 0 years. Skills: Excel, Admin. Education: M.Tech.",Backend Developer
"Name: Candidate_1741. Experience: 0 years. Skills: AWS, DevOps. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_1742. Experience: 3 years. Skills: Python, SQL, ML. Education: M.Tech.",Embedded Engineer
"Name: Candidate_1743. Experience: 8 years. Skills: PHP, Laravel. Education: MCA.",Data Scientist
"Name: Candidate_1744. Experience: 14 years. Skills: JavaScript, React. Education: MBA.",Product Manager
"Name: Candidate_1745. Experience: 7 years. Skills: PHP, Laravel. Education: B.Com.",Frontend Developer
"Name: Candidate_1746. Experience: 10 years. Skills: Excel, Admin. Education: M.Tech.",Data Analyst
"Name: Candidate_1747. Experience: 11 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_1748. Experience: 1 years. Skills: C++, IoT. Education: MCA.",Backend Developer
"Name: Candidate_1749. Experience: 12 years. Skills: JavaScript, React. Education: M.Tech.",Embedded Engineer
"Name: Candidate_1750. Experience: 13 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",Data Analyst
"Name: Candidate_1751. Experience: 12 years. Skills: Java, Spring. Education: BCA.",Product Manager
"Name: Candidate_1752. Experience: 9 years. Skills: Python, SQL, ML. Education: B.Tech in CS.",Data Analyst
"Name: Candidate_1753. Experience: 11 years. Skills: PHP, Laravel. Education: B.Com.",Virtual Assistant
"Name: Candidate_1754. Experience: 1 years. Skills: Node.js, MongoDB. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_1755. Experience: 9 years. Skills: Java, Spring. Education: M.Tech.",Backend Developer
"Name: Candidate_1756. Experience: 13 years. Skills: R, Statistics. Education: MCA.",Virtual Assistant
"Name: Candidate_1757. Experience: 0 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_1758. Experience: 14 years. Skills: Node.js, MongoDB. Education: BCA.",Virtual Assistant
"Name: Candidate_1759. Experience: 13 years. Skills: JavaScript, React. Education: MBA.",Backend Developer
"Name: Candidate_1760. Experience: 3 years. Skills: JavaScript, React. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_1761. Experience: 5 years. Skills: JavaScript, React. Education: BCA.",DevOps Engineer
"Name: Candidate_1762. Experience: 5 years. Skills: Node.js, MongoDB. Education: B.Com.",Data Analyst
"Name: Candidate_1763. Experience: 2 years. Skills: Node.js, MongoDB. Education: BCA.",Backend Developer
"Name: Candidate_1764. Experience: 10 years. Skills: Python, SQL, ML. Education: Diploma in CS.",Frontend Developer
"Name: Candidate_1765. Experience: 8 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",Data Scientist
"Name: Candidate_1766. Experience: 10 years. Skills: Python, SQL, ML. Education: Diploma in CS.",Data Analyst
"Name: Candidate_1767. Experience: 9 years. Skills: C++, IoT. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_1768. Experience: 9 years. Skills: Java, Spring. Education: M.Tech.",Frontend Developer
"Name: Candidate_1769. Experience: 13 years. Skills: Python, SQL, ML. Education: Diploma in CS.",Data Analyst
"Name: Candidate_1770. Experience: 14 years. Skills: PHP, Laravel. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_1771. Experience: 7 years. Skills: C++, IoT. Education: M.Tech.",DevOps Engineer
"Name: Candidate_1772. Experience: 8 years. Skills: C++, IoT. Education: MCA.",Data Analyst
"Name: Candidate_1773. Experience: 0 years. Skills: Node.js, MongoDB. Education: M.Tech.",Frontend Developer
"Name: Candidate_1774. Experience: 2 years. Skills: Python, SQL, ML. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_1775. Experience: 3 years. Skills: Java, Spring. Education: B.Tech in CS.",Product Manager
"Name: Candidate_1776. Experience: 3 years. Skills: JavaScript, React. Education: MCA.",Backend Developer
"Name: Candidate_1777. Experience: 14 years. Skills: R, Statistics. Education: MCA.",Data Analyst
"Name: Candidate_1778. Experience: 3 years. Skills: C++, IoT. Education: B.Com.",Backend Developer
"Name: Candidate_1779. Experience: 8 years. Skills: Angular, TypeScript. Education: MBA.",Backend Developer
"Name: Candidate_1780. Experience: 0 years. Skills: R, Statistics. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_1781. Experience: 13 years. Skills: PHP, Laravel. Education: BCA.",Backend Developer
"Name: Candidate_1782. Experience: 15 years. Skills: Java, Spring. Education: B.Tech in CS.",Product Manager
"Name: Candidate_1783. Experience: 4 years. Skills: Python, SQL, ML. Education: BCA.",Data Scientist
"Name: Candidate_1784. Experience: 5 years. Skills: JavaScript, React. Education: B.Com.",DevOps Engineer
"Name: Candidate_1785. Experience: 5 years. Skills: Java, Spring. Education: Diploma in CS.",Data Analyst
"Name: Candidate_1786. Experience: 6 years. Skills: Java, Spring. Education: MBA.",Product Manager
"Name: Candidate_1787. Experience: 11 years. Skills: Java, Spring. Education: B.Sc in IT.",Frontend Developer
"Name: Candidate_1788. Experience: 13 years. Skills: AWS, DevOps. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_1789. Experience: 7 years. Skills: R, Statistics. Education: BCA.",Embedded Engineer
"Name: Candidate_1790. Experience: 8 years. Skills: Excel, Admin. Education: MCA.",Data Scientist
"Name: Candidate_1791. Experience: 10 years. Skills: Excel, Admin. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_1792. Experience: 5 years. Skills: Java, Spring. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_1793. Experience: 2 years. Skills: Angular, TypeScript. Education: Diploma in CS.",Data Scientist
"Name: Candidate_1794. Experience: 14 years. Skills: Java, Spring. Education: BCA.",DevOps Engineer
"Name: Candidate_1795. Experience: 14 years. Skills: Node.js, MongoDB. Education: B.Com.",DevOps Engineer
"Name: Candidate_1796. Experience: 3 years. Skills: PHP, Laravel. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_1797. Experience: 15 years. Skills: Java, Spring. Education: MBA.",Data Scientist
"Name: Candidate_1798. Experience: 11 years. Skills: C++, IoT. Education: M.Tech.",Backend Developer
"Name: Candidate_1799. Experience: 8 years. Skills: Java, Spring. Education: MBA.",Virtual Assistant
"Name: Candidate_1800. Experience: 2 years. Skills: Excel, Admin. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_1801. Experience: 8 years. Skills: Node.js, MongoDB. Education: MCA.",Data Analyst
"Name: Candidate_1802. Experience: 8 years. Skills: Python, SQL, ML. Education: Diploma in CS.",Frontend Developer
"Name: Candidate_1803. Experience: 4 years. Skills: Node.js, MongoDB. Education: MCA.",Data Analyst
"Name: Candidate_1804. Experience: 13 years. Skills: Java, Spring. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_1805. Experience: 7 years. Skills: R, Statistics. Education: BCA.",Backend Developer
"Name: Candidate_1806. Experience: 13 years. Skills: Angular, TypeScript. Education: B.Com.",Embedded Engineer
"Name: Candidate_1807. Experience: 8 years. Skills: Angular, TypeScript. Education: MBA.",Frontend Developer
"Name: Candidate_1808. Experience: 2 years. Skills: AWS, DevOps. Education: B.Com.",Backend Developer
"Name: Candidate_1809. Experience: 12 years. Skills: Python, SQL, ML. Education: BCA.",Backend Developer
"Name: Candidate_1810. Experience: 14 years. Skills: Excel, Admin. Education: B.Com.",Data Scientist
"Name: Candidate_1811. Experience: 3 years. Skills: AWS, DevOps. Education: Diploma in CS.",Data Analyst
"Name: Candidate_1812. Experience: 8 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_1813. Experience: 1 years. Skills: JavaScript, React. Education: BCA.",Product Manager
"Name: Candidate_1814. Experience: 14 years. Skills: Python, SQL, ML. Education: BCA.",Embedded Engineer
"Name: Candidate_1815. Experience: 3 years. Skills: C++, IoT. Education: MBA.",Embedded Engineer
"Name: Candidate_1816. Experience: 9 years. Skills: Python, SQL, ML. Education: B.Com.",Data Scientist
"Name: Candidate_1817. Experience: 13 years. Skills: Node.js, MongoDB. Education: BCA.",Frontend Developer
"Name: Candidate_1818. Experience: 12 years. Skills: Angular, TypeScript. Education: MCA.",Data Scientist
"Name: Candidate_1819. Experience: 11 years. Skills: Python, SQL, ML. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_1820. Experience: 15 years. Skills: R, Statistics. Education: B.Com.",Virtual Assistant
"Name: Candidate_1821. Experience: 5 years. Skills: AWS, DevOps. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_1822. Experience: 8 years. Skills: Node.js, MongoDB. Education: B.Com.",Frontend Developer
"Name: Candidate_1823. Experience: 2 years. Skills: Node.js, MongoDB. Education: MBA.",Virtual Assistant
