Name,Experience_Years,Skills,Education,Applied_Job_Role
Candidate_1279,5,"C++, IoT",BCA,Backend Developer
Candidate_1280,13,"Angular, TypeScript",B.Com,Backend Developer
Candidate_1281,3,"JavaScript, React",B.Tech in CS,Data Scientist
Candidate_1282,5,"R, Statistics",BCA,Frontend Developer
Candidate_1283,4,"R, Statistics",MBA,Data Analyst
Candidate_1284,9,"Python, SQL, ML",B.Sc in IT,Product Manager
Candidate_1285,10,"R, Statistics",BCA,DevOps Engineer
Candidate_1286,10,"Node.js, MongoDB",M.Tech,Data Scientist
Candidate_1287,3,"Java, Spring",M.Tech,Virtual Assistant
Candidate_1288,1,"Angular, TypeScript",MCA,DevOps Engineer
Candidate_1289,7,"Node.js, MongoDB",Diploma in CS,Backend Developer
Candidate_1290,13,"Java, Spring",Diploma in CS,Backend Developer
Candidate_1291,3,"JavaScript, React",MCA,Virtual Assistant
Candidate_1292,13,"Node.js, MongoDB",MCA,Backend Developer
Candidate_1293,11,"Python, SQL, ML",M.Tech,Data Analyst
Candidate_1294,6,"Angular, TypeScript",MBA,Embedded Engineer
Candidate_1295,7,"Angular, TypeScript",B.Sc in IT,Data Analyst
Candidate_1296,8,"Java, Spring",B.Tech in CS,Data Scientist
Candidate_1297,6,"Excel, Admin",Diploma in CS,Backend Developer
Candidate_1298,1,"R, Statistics",BCA,Backend Developer
Candidate_1299,3,"C++, IoT",B.Sc in IT,Product Manager
Candidate_1300,3,"JavaScript, React",B.Com,Backend Developer
Candidate_1301,14,"Excel, Admin",BCA,DevOps Engineer
Candidate_1302,15,"Python, SQL, ML",MBA,Backend Developer
Candidate_1303,7,"PHP, Laravel",B.Sc in IT,Virtual Assistant
Candidate_1304,9,"AWS, DevOps",B.Com,Product Manager
Candidate_1305,15,"AWS, DevOps",MBA,Frontend Developer
Candidate_1306,10,"Angular, TypeScript",BCA,Product Manager
Candidate_1307,0,"JavaScript, React",MCA,Data Analyst
Candidate_1308,3,"JavaScript, React",B.Tech in CS,Virtual Assistant
Candidate_1309,1,"Java, Spring",MCA,Data Scientist
Candidate_1310,14,"Angular, TypeScript",MCA,Virtual Assistant
Candidate_1311,7,"Python, SQL, ML",Diploma in CS,Frontend Developer
Candidate_1312,0,"AWS, DevOps",MCA,DevOps Engineer
Candidate_1313,5,"Excel, Admin",B.Tech in CS,Frontend Developer
Candidate_1314,6,"PHP, Laravel",MCA,Virtual Assistant
Candidate_1315,1,"R, Statistics",BCA,Frontend Developer
Candidate_1316,3,"Excel, Admin",Diploma in CS,Data Scientist
Candidate_1317,14,"C++, IoT",Diploma in CS,Product Manager
Candidate_1318,2,"Java, Spring",Diploma in CS,Frontend Developer
Candidate_1319,2,"Excel, Admin",BCA,Data Scientist
Candidate_1320,5,"R, Statistics",BCA,Embedded Engineer
Candidate_1321,13,"JavaScript, React",BCA,DevOps Engineer
Candidate_1322,11,"Angular, TypeScript",B.Sc in IT,Data Analyst
Candidate_1323,15,"R, Statistics",B.Sc in IT,Virtual Assistant
Candidate_1324,8,"Python, SQL, ML",B.Tech in CS,DevOps Engineer
Candidate_1325,5,"JavaScript, React",B.Tech in CS,Data Scientist
Candidate_1326,4,"Node.js, MongoDB",B.Sc in IT,Frontend Developer
Candidate_1327,12,"R, Statistics",MBA,Frontend Developer
Candidate_1328,1,"Python, SQL, ML",B.Com,Data Analyst
Candidate_1329,11,"JavaScript, React",Diploma in CS,Product Manager
Candidate_1330,12,"C++, IoT",MBA,Backend Developer
Candidate_1331,6,"C++, IoT",M.Tech,Embedded Engineer
Candidate_1332,8,"Node.js, MongoDB",B.Sc in IT,Data Scientist
Candidate_1333,11,"Java, Spring",MBA,Data Analyst
Candidate_1334,13,"Java, Spring",M.Tech,DevOps Engineer
Candidate_1335,2,"R, Statistics",MCA,Virtual Assistant
Candidate_1336,5,"Excel, Admin",B.Sc in IT,Virtual Assistant
Candidate_1337,15,"AWS, DevOps",Diploma in CS,Embedded Engineer
Candidate_1338,3,"AWS, DevOps",B.Sc in IT,DevOps Engineer
Candidate_1339,0,"PHP, Laravel",BCA,Embedded Engineer
Candidate_1340,11,"Angular, TypeScript",B.Com,Data Scientist
Candidate_1341,9,"PHP, Laravel",MCA,Data Scientist
Candidate_1342,7,"PHP, Laravel",M.Tech,Backend Developer
Candidate_1343,12,"Python, SQL, ML",B.Tech in CS,Data Scientist
Candidate_1344,1,"C++, IoT",B.Sc in IT,Frontend Developer
Candidate_1345,5,"PHP, Laravel",M.Tech,Data Analyst
Candidate_1346,0,"Node.js, MongoDB",Diploma in CS,Embedded Engineer
Candidate_1347,2,"R, Statistics",B.Tech in CS,Embedded Engineer
Candidate_1348,11,"Angular, TypeScript",B.Tech in CS,Frontend Developer
Candidate_1349,0,"AWS, DevOps",BCA,Virtual Assistant
Candidate_1350,0,"Excel, Admin",B.Tech in CS,Embedded Engineer
Candidate_1351,0,"Java, Spring",B.Tech in CS,DevOps Engineer
Candidate_1352,5,"C++, IoT",M.Tech,Data Scientist
Candidate_1353,14,"Node.js, MongoDB",B.Sc in IT,Frontend Developer
Candidate_1354,3,"PHP, Laravel",MBA,Data Analyst
Candidate_1355,7,"AWS, DevOps",B.Tech in CS,Frontend Developer
Candidate_1356,13,"C++, IoT",MBA,Virtual Assistant
Candidate_1357,6,"C++, IoT",B.Tech in CS,Embedded Engineer
Candidate_1358,15,"Node.js, MongoDB",B.Sc in IT,Virtual Assistant
Candidate_1359,11,"Angular, TypeScript",Diploma in CS,Product Manager
Candidate_1360,14,"Angular, TypeScript",B.Sc in IT,Frontend Developer
Candidate_1361,11,"Excel, Admin",B.Com,Backend Developer
Candidate_1362,6,"Excel, Admin",M.Tech,Backend Developer
Candidate_1363,10,"Excel, Admin",MBA,Backend Developer
Candidate_1364,2,"Excel, Admin",MCA,Data Analyst
Candidate_1365,11,"C++, IoT",M.Tech,Backend Developer
Candidate_1366,10,"Node.js, MongoDB",Diploma in CS,Data Scientist
Candidate_1367,11,"C++, IoT",MBA,Data Analyst
Candidate_1368,11,"Angular, TypeScript",MCA,Data Analyst
Candidate_1369,14,"Excel, Admin",M.Tech,Virtual Assistant
Candidate_1370,0,"Angular, TypeScript",B.Tech in CS,Data Analyst
Candidate_1371,13,"PHP, Laravel",Diploma in CS,Product Manager
Candidate_1372,11,"Excel, Admin",B.Com,Data Analyst
Candidate_1373,15,"R, Statistics",B.Tech in CS,Virtual Assistant
Candidate_1374,12,"C++, IoT",BCA,Frontend Developer
Candidate_1375,13,"AWS, DevOps",B.Tech in CS,Embedded Engineer
Candidate_1376,14,"Node.js, MongoDB",B.Com,Data Analyst
Candidate_1377,1,"AWS, DevOps",B.Tech in CS,Virtual Assistant
Candidate_1378,2,"PHP, Laravel",BCA,DevOps Engineer
Candidate_1379,8,"Java, Spring",B.Sc in IT,Frontend Developer
Candidate_1380,4,"R, Statistics",MBA,Product Manager
Candidate_1381,12,"Python, SQL, ML",B.Com,Backend Developer
Candidate_1382,4,"Angular, TypeScript",MCA,DevOps Engineer
Candidate_1383,6,"Angular, TypeScript",B.Tech in CS,Product Manager
Candidate_1384,0,"C++, IoT",M.Tech,DevOps Engineer
Candidate_1385,7,"Node.js, MongoDB",B.Com,Data Scientist
Candidate_1386,2,"R, Statistics",B.Sc in IT,Virtual Assistant
Candidate_1387,12,"JavaScript, React",B.Com,Backend Developer
Candidate_1388,15,"C++, IoT",B.Tech in CS,Frontend Developer
Candidate_1389,4,"Java, Spring",B.Sc in IT,Frontend Developer
Candidate_1390,14,"AWS, DevOps",MBA,Data Analyst
Candidate_1391,4,"Node.js, MongoDB",BCA,DevOps Engineer
Candidate_1392,10,"Python, SQL, ML",B.Com,Data Analyst
Candidate_1393,15,"PHP, Laravel",MCA,Virtual Assistant
Candidate_1394,10,"Angular, TypeScript",Diploma in CS,Backend Developer
Candidate_1395,7,"PHP, Laravel",M.Tech,Data Scientist
Candidate_1396,7,"Java, Spring",M.Tech,Data Scientist
Candidate_1397,13,"Python, SQL, ML",M.Tech,Product Manager
Candidate_1398,15,"R, Statistics",BCA,DevOps Engineer
Candidate_1399,7,"Angular, TypeScript",BCA,Frontend Developer
Candidate_1400,10,"R, Statistics",B.Sc in IT,Frontend Developer
Candidate_1401,3,"JavaScript, React",Diploma in CS,Virtual Assistant
Candidate_1402,0,"Node.js, MongoDB",B.Tech in CS,Data Analyst
Candidate_1403,11,"JavaScript, React",B.Sc in IT,Frontend Developer
Candidate_1404,6,"AWS, DevOps",MBA,Data Analyst
Candidate_1405,8,"Python, SQL, ML",BCA,Frontend Developer
Candidate_1406,2,"C++, IoT",B.Sc in IT,Frontend Developer
Candidate_1407,1,"PHP, Laravel",B.Sc in IT,Virtual Assistant
Candidate_1408,0,"C++, IoT",BCA,Data Analyst
Candidate_1409,9,"Java, Spring",B.Tech in CS,Product Manager
Candidate_1410,14,"AWS, DevOps",M.Tech,Backend Developer
Candidate_1411,4,"Java, Spring",B.Sc in IT,Backend Developer
Candidate_1412,2,"Angular, TypeScript",B.Com,DevOps Engineer
Candidate_1413,0,"Java, Spring",MCA,Product Manager
Candidate_1414,5,"PHP, Laravel",M.Tech,Virtual Assistant
Candidate_1415,4,"Python, SQL, ML",BCA,Product Manager
Candidate_1416,6,"C++, IoT",B.Tech in CS,Virtual Assistant
Candidate_1417,5,"Angular, TypeScript",B.Sc in IT,Backend Developer
Candidate_1418,15,"Node.js, MongoDB",MBA,Data Analyst
Candidate_1419,0,"Node.js, MongoDB",B.Tech in CS,Virtual Assistant
Candidate_1420,15,"JavaScript, React",MBA,Backend Developer
Candidate_1421,8,"PHP, Laravel",B.Com,Embedded Engineer
Candidate_1422,9,"Node.js, MongoDB",B.Tech in CS,Frontend Developer
Candidate_1423,8,"PHP, Laravel",BCA,DevOps Engineer
Candidate_1424,0,"JavaScript, React",Diploma in CS,DevOps Engineer
Candidate_1425,2,"C++, IoT",B.Com,Data Analyst
Candidate_1426,11,"Angular, TypeScript",MBA,Data Analyst
Candidate_1427,11,"Java, Spring",MBA,Frontend Developer
Candidate_1428,14,"Java, Spring",B.Tech in CS,Embedded Engineer
Candidate_1429,3,"Python, SQL, ML",BCA,Data Scientist
Candidate_1430,12,"Angular, TypeScript",BCA,Frontend Developer
Candidate_1431,1,"Python, SQL, ML",B.Com,DevOps Engineer
Candidate_1432,2,"R, Statistics",BCA,Backend Developer
Candidate_1433,1,"Python, SQL, ML",M.Tech,Virtual Assistant
Candidate_1434,4,"C++, IoT",B.Sc in IT,Backend Developer
Candidate_1435,14,"Java, Spring",Diploma in CS,Backend Developer
Candidate_1436,9,"C++, IoT",MCA,Embedded Engineer
Candidate_1437,11,"Python, SQL, ML",MBA,Data Analyst
Candidate_1438,10,"JavaScript, React",Diploma in CS,Frontend Developer
Candidate_1439,11,"Java, Spring",BCA,DevOps Engineer
Candidate_1440,2,"Excel, Admin",M.Tech,Virtual Assistant
Candidate_1441,8,"Angular, TypeScript",B.Tech in CS,Frontend Developer
Candidate_1442,5,"PHP, Laravel",MCA,Backend Developer
Candidate_1443,0,"Excel, Admin",B.Tech in CS,Embedded Engineer
Candidate_1444,8,"Angular, TypeScript",B.Sc in IT,Data Analyst
Candidate_1445,3,"AWS, DevOps",BCA,Data Analyst
Candidate_1446,15,"AWS, DevOps",B.Sc in IT,DevOps Engineer
Candidate_1447,14,"AWS, DevOps",BCA,Frontend Developer
Candidate_1448,0,"Node.js, MongoDB",Diploma in CS,Product Manager
Candidate_1449,9,"Excel, Admin",MCA,Product Manager
Candidate_1450,7,"AWS, DevOps",M.Tech,Product Manager
Candidate_1451,7,"AWS, DevOps",B.Sc in IT,Product Manager
Candidate_1452,5,"C++, IoT",B.Com,Backend Developer
Candidate_1453,12,"Node.js, MongoDB",Diploma in CS,Frontend Developer
Candidate_1454,10,"PHP, Laravel",BCA,Product Manager
Candidate_1455,5,"Excel, Admin",B.Sc in IT,Product Manager
Candidate_1456,14,"JavaScript, React",MBA,Embedded Engineer
Candidate_1457,13,"Excel, Admin",Diploma in CS,Frontend Developer
Candidate_1458,2,"Java, Spring",B.Sc in IT,Embedded Engineer
Candidate_1459,8,"Angular, TypeScript",MCA,DevOps Engineer
Candidate_1460,8,"R, Statistics",MCA,Product Manager
Candidate_1461,12,"Node.js, MongoDB",MCA,Data Scientist
Candidate_1462,2,"Angular, TypeScript",MCA,Embedded Engineer
Candidate_1463,9,"JavaScript, React",Diploma in CS,Embedded Engineer
Candidate_1464,0,"Angular, TypeScript",B.Com,Data Analyst
Candidate_1465,5,"Excel, Admin",B.Sc in IT,Embedded Engineer
Candidate_1466,6,"PHP, Laravel",B.Com,Embedded Engineer
Candidate_1467,1,"Java, Spring",MBA,Embedded Engineer
Candidate_1468,6,"Node.js, MongoDB",B.Com,Virtual Assistant
Candidate_1469,4,"C++, IoT",B.Tech in CS,Embedded Engineer
Candidate_1470,13,"Python, SQL, ML",Diploma in CS,DevOps Engineer
Candidate_1471,11,"PHP, Laravel",B.Sc in IT,Virtual Assistant
Candidate_1472,11,"Angular, TypeScript",MCA,Embedded Engineer
Candidate_1473,14,"Java, Spring",Diploma in CS,Data Scientist
Candidate_1474,8,"Node.js, MongoDB",Diploma in CS,Backend Developer
Candidate_1475,13,"PHP, Laravel",MBA,Embedded Engineer
Candidate_1476,14,"C++, IoT",B.Tech in CS,DevOps Engineer
Candidate_1477,9,"Node.js, MongoDB",M.Tech,Embedded Engineer
Candidate_1478,10,"PHP, Laravel",B.Com,Product Manager
Candidate_1479,3,"Angular, TypeScript",Diploma in CS,Frontend Developer
Candidate_1480,3,"Node.js, MongoDB",Diploma in CS,DevOps Engineer
Candidate_1481,9,"JavaScript, React",B.Tech in CS,Embedded Engineer
Candidate_1482,12,"Angular, TypeScript",B.Tech in CS,Embedded Engineer
Candidate_1483,7,"Python, SQL, ML",MBA,Embedded Engineer
Candidate_1484,7,"Excel, Admin",B.Sc in IT,Data Analyst
Candidate_1485,0,"Node.js, MongoDB",B.Tech in CS,Frontend Developer
Candidate_1486,12,"JavaScript, React",MCA,DevOps Engineer
Candidate_1487,5,"Java, Spring",M.Tech,Frontend Developer
Candidate_1488,9,"Excel, Admin",B.Com,Data Scientist
Candidate_1489,0,"PHP, Laravel",B.Sc in IT,DevOps Engineer
Candidate_1490,2,"AWS, DevOps",MCA,Product Manager
Candidate_1491,0,"JavaScript, React",MCA,Data Analyst
Candidate_1492,8,"PHP, Laravel",B.Com,Embedded Engineer
Candidate_1493,3,"Excel, Admin",B.Tech in CS,Data Scientist
Candidate_1494,10,"Excel, Admin",B.Tech in CS,Embedded Engineer
Candidate_1495,15,"Python, SQL, ML",BCA,Virtual Assistant
Candidate_1496,14,"R, Statistics",B.Sc in IT,Frontend Developer
Candidate_1497,2,"Excel, Admin",Diploma in CS,Frontend Developer
Candidate_1498,15,"C++, IoT",BCA,Embedded Engineer
Candidate_1499,2,"PHP, Laravel",BCA,Product Manager
Candidate_1500,10,"Excel, Admin",B.Tech in CS,Product Manager
Candidate_1501,2,"R, Statistics",MCA,DevOps Engineer
Candidate_1502,9,"C++, IoT",MCA,Data Analyst
Candidate_1503,10,"Java, Spring",B.Tech in CS,Data Scientist
Candidate_1504,8,"PHP, Laravel",MBA,DevOps Engineer
Candidate_1505,10,"Java, Spring",Diploma in CS,Embedded Engineer
Candidate_1506,1,"JavaScript, React",Diploma in CS,Data Analyst
Candidate_1507,9,"JavaScript, React",B.Com,Virtual Assistant
Candidate_1508,8,"JavaScript, React",MCA,Embedded Engineer
Candidate_1509,4,"Java, Spring",M.Tech,Frontend Developer
Candidate_1510,6,"C++, IoT",MCA,DevOps Engineer
Candidate_1511,6,"AWS, DevOps",MBA,Data Analyst
Candidate_1512,1,"Angular, TypeScript",M.Tech,Data Analyst
Candidate_1513,0,"R, Statistics",BCA,Data Scientist
Candidate_1514,13,"Excel, Admin",BCA,Backend Developer
Candidate_1515,12,"Excel, Admin",M.Tech,DevOps Engineer
Candidate_1516,15,"Python, SQL, ML",B.Sc in IT,DevOps Engineer
Candidate_1517,11,"Excel, Admin",B.Tech in CS,Virtual Assistant
Candidate_1518,2,"R, Statistics",MBA,Product Manager
Candidate_1519,2,"Angular, TypeScript",B.Sc in IT,Embedded Engineer
Candidate_1520,0,"JavaScript, React",MBA,DevOps Engineer
Candidate_1521,5,"Java, Spring",B.Sc in IT,DevOps Engineer
Candidate_1522,15,"AWS, DevOps",MCA,Frontend Developer
Candidate_1523,10,"Python, SQL, ML",BCA,Embedded Engineer
Candidate_1524,4,"Java, Spring",Diploma in CS,Data Analyst
Candidate_1525,5,"Python, SQL, ML",Diploma in CS,DevOps Engineer
Candidate_1526,13,"Node.js, MongoDB",MCA,Virtual Assistant
Candidate_1527,8,"JavaScript, React",B.Com,Data Scientist
Candidate_1528,10,"Node.js, MongoDB",M.Tech,Product Manager
Candidate_1529,12,"Python, SQL, ML",B.Com,Data Analyst
Candidate_1530,6,"Excel, Admin",B.Com,Data Scientist
Candidate_1531,3,"Java, Spring",MBA,Product Manager
Candidate_1532,15,"Java, Spring",B.Com,Embedded Engineer
Candidate_1533,4,"Excel, Admin",Diploma in CS,Product Manager
Candidate_1534,8,"PHP, Laravel",B.Sc in IT,DevOps Engineer
Candidate_1535,5,"Excel, Admin",B.Com,Virtual Assistant
Candidate_1536,14,"Java, Spring",MCA,Frontend Developer
Candidate_1537,0,"AWS, DevOps",B.Tech in CS,Frontend Developer
Candidate_1538,15,"Java, Spring",MCA,Data Analyst
Candidate_1539,2,"JavaScript, React",MBA,Frontend Developer
Candidate_1540,15,"Angular, TypeScript",MCA,Frontend Developer
Candidate_1541,3,"Angular, TypeScript",B.Tech in CS,Data Analyst
Candidate_1542,3,"Angular, TypeScript",B.Sc in IT,Product Manager
Candidate_1543,5,"Java, Spring",MCA,Embedded Engineer
Candidate_1544,10,"Python, SQL, ML",B.Sc in IT,Frontend Developer
Candidate_1545,10,"Java, Spring",Diploma in CS,DevOps Engineer
Candidate_1546,9,"Node.js, MongoDB",Diploma in CS,Backend Developer
Candidate_1547,7,"Java, Spring",BCA,Backend Developer
Candidate_1548,3,"Node.js, MongoDB",Diploma in CS,Product Manager
Candidate_1549,1,"JavaScript, React",B.Sc in IT,Backend Developer
Candidate_1550,4,"C++, IoT",B.Tech in CS,Data Analyst
Candidate_1551,1,"Java, Spring",MBA,Backend Developer
Candidate_1552,11,"Excel, Admin",Diploma in CS,DevOps Engineer
Candidate_1553,10,"Python, SQL, ML",M.Tech,DevOps Engineer
Candidate_1554,2,"PHP, Laravel",MCA,Frontend Developer
Candidate_1555,2,"Angular, TypeScript",B.Sc in IT,Embedded Engineer
Candidate_1556,4,"Python, SQL, ML",MCA,Data Scientist
Candidate_1557,7,"JavaScript, React",MBA,DevOps Engineer
Candidate_1558,1,"JavaScript, React",Diploma in CS,Virtual Assistant
Candidate_1559,5,"C++, IoT",MCA,Virtual Assistant
Candidate_1560,12,"Python, SQL, ML",Diploma in CS,Backend Developer
Candidate_1561,0,"Python, SQL, ML",B.Com,Data Analyst
Candidate_1562,6,"AWS, DevOps",B.Sc in IT,Frontend Developer
Candidate_1563,8,"Angular, TypeScript",M.Tech,Product Manager
Candidate_1564,1,"Excel, Admin",M.Tech,Virtual Assistant
Candidate_1565,6,"C++, IoT",B.Tech in CS,Data Analyst
Candidate_1566,3,"Python, SQL, ML",M.Tech,Backend Developer
Candidate_1567,8,"C++, IoT",B.Com,Frontend Developer
Candidate_1568,8,"Excel, Admin",MCA,Product Manager
Candidate_1569,13,"C++, IoT",B.Com,Backend Developer
Candidate_1570,12,"R, Statistics",BCA,Frontend Developer
Candidate_1571,2,"R, Statistics",M.Tech,Data Analyst
Candidate_1572,3,"PHP, Laravel",M.Tech,Data Analyst
Candidate_1573,7,"AWS, DevOps",MBA,Product Manager
Candidate_1574,15,"Node.js, MongoDB",B.Tech in CS,Embedded Engineer
Candidate_1575,8,"Excel, Admin",B.Sc in IT,Frontend Developer
Candidate_1576,8,"Python, SQL, ML",MBA,Data Scientist
Candidate_1577,5,"Excel, Admin",MBA,Virtual Assistant
Candidate_1578,12,"JavaScript, React",B.Com,Data Analyst
Candidate_1579,1,"AWS, DevOps",B.Tech in CS,Virtual Assistant
Candidate_1580,10,"PHP, Laravel",B.Com,Virtual Assistant
Candidate_1581,5,"PHP, Laravel",MBA,Virtual Assistant
Candidate_1582,9,"Angular, TypeScript",BCA,Virtual Assistant
Candidate_1583,14,"Excel, Admin",Diploma in CS,Data Scientist
Candidate_1584,6,"C++, IoT",B.Tech in CS,Product Manager
Candidate_1585,10,"Excel, Admin",BCA,Embedded Engineer
Candidate_1586,15,"Angular, TypeScript",Diploma in CS,Embedded Engineer
Candidate_1587,13,"Node.js, MongoDB",M.Tech,Backend Developer
Candidate_1588,7,"JavaScript, React",B.Sc in IT,DevOps Engineer
Candidate_1589,4,"AWS, DevOps",M.Tech,Data Scientist
Candidate_1590,12,"Java, Spring",BCA,Virtual Assistant
Candidate_1591,9,"Python, SQL, ML",B.Com,Data Analyst
Candidate_1592,3,"R, Statistics",MCA,Product Manager
Candidate_1593,6,"C++, IoT",BCA,Virtual Assistant
Candidate_1594,14,"Angular, TypeScript",B.Com,Product Manager
Candidate_1595,15,"JavaScript, React",BCA,Data Analyst
Candidate_1596,9,"Angular, TypeScript",M.Tech,DevOps Engineer
Candidate_1597,14,"AWS, DevOps",M.Tech,Backend Developer
Candidate_1598,6,"R, Statistics",B.Tech in CS,Embedded Engineer
Candidate_1599,13,"Node.js, MongoDB",Diploma in CS,DevOps Engineer
Candidate_1600,7,"PHP, Laravel",MCA,Frontend Developer
Candidate_1601,9,"Python, SQL, ML",MCA,Product Manager
Candidate_1602,14,"PHP, Laravel",B.Com,Virtual Assistant
Candidate_1603,9,"R, Statistics",M.Tech,Frontend Developer
Candidate_1604,12,"Angular, TypeScript",BCA,Virtual Assistant
Candidate_1605,12,"Python, SQL, ML",MCA,Backend Developer
Candidate_1606,0,"JavaScript, React",B.Tech in CS,Embedded Engineer
Candidate_1607,10,"Angular, TypeScript",B.Com,Frontend Developer
Candidate_1608,5,"PHP, Laravel",B.Tech in CS,DevOps Engineer
Candidate_1609,4,"Python, SQL, ML",M.Tech,Backend Developer
Candidate_1610,7,"JavaScript, React",B.Sc in IT,Data Analyst
Candidate_1611,4,"Java, Spring",BCA,Data Analyst
Candidate_1612,14,"PHP, Laravel",MBA,Product Manager
Candidate_1613,10,"PHP, Laravel",Diploma in CS,Embedded Engineer
Candidate_1614,1,"R, Statistics",Diploma in CS,Embedded Engineer
Candidate_1615,11,"Angular, TypeScript",Diploma in CS,DevOps Engineer
Candidate_1616,9,"Node.js, MongoDB",B.Sc in IT,Backend Developer
Candidate_1617,5,"Excel, Admin",B.Tech in CS,Data Analyst
Candidate_1618,5,"Excel, Admin",B.Tech in CS,Product Manager
Candidate_1619,15,"C++, IoT",MCA,Frontend Developer
Candidate_1620,0,"Java, Spring",B.Sc in IT,Backend Developer
Candidate_1621,11,"Angular, TypeScript",B.Sc in IT,Embedded Engineer
Candidate_1622,10,"AWS, DevOps",MBA,DevOps Engineer
Candidate_1623,4,"Angular, TypeScript",B.Tech in CS,Data Scientist
Candidate_1624,3,"Excel, Admin",B.Sc in IT,Frontend Developer
Candidate_1625,5,"Python, SQL, ML",Diploma in CS,DevOps Engineer
Candidate_1626,15,"Python, SQL, ML",MBA,Product Manager
Candidate_1627,9,"JavaScript, React",B.Sc in IT,Virtual Assistant
Candidate_1628,4,"AWS, DevOps",Diploma in CS,Data Analyst
Candidate_1629,2,"PHP, Laravel",MCA,Backend Developer
Candidate_1630,11,"Python, SQL, ML",B.Tech in CS,Data Analyst
Candidate_1631,7,"AWS, DevOps",B.Com,Product Manager
Candidate_1632,9,"R, Statistics",MCA,Virtual Assistant
Candidate_1633,11,"AWS, DevOps",M.Tech,Backend Developer
Candidate_1634,2,"JavaScript, React",B.Sc in IT,Frontend Developer
Candidate_1635,1,"R, Statistics",B.Com,Embedded Engineer
Candidate_1636,10,"AWS, DevOps",B.Tech in CS,Product Manager
Candidate_1637,12,"Angular, TypeScript",B.Sc in IT,Data Scientist
Candidate_1638,5,"Excel, Admin",B.Com,Backend Developer
Candidate_1639,7,"Node.js, MongoDB",Diploma in CS,Data Analyst
Candidate_1640,6,"PHP, Laravel",B.Tech in CS,Data Analyst
Candidate_1641,0,"Python, SQL, ML",M.Tech,Data Scientist
Candidate_1642,3,"PHP, Laravel",MBA,DevOps Engineer
Candidate_1643,7,"Angular, TypeScript",Diploma in CS,Data Scientist
Candidate_1644,13,"JavaScript, React",B.Sc in IT,Data Analyst
Candidate_1645,7,"Angular, TypeScript",MCA,Virtual Assistant
Candidate_1646,6,"Excel, Admin",BCA,Virtual Assistant
Candidate_1647,12,"PHP, Laravel",Diploma in CS,Product Manager
Candidate_1648,5,"C++, IoT",B.Sc in IT,DevOps Engineer
Candidate_1649,4,"Angular, TypeScript",MCA,Frontend Developer
Candidate_1650,3,"Java, Spring",B.Tech in CS,Frontend Developer
Candidate_1651,0,"PHP, Laravel",Diploma in CS,Product Manager
Candidate_1652,10,"Node.js, MongoDB",Diploma in CS,DevOps Engineer
Candidate_1653,11,"Node.js, MongoDB",MBA,DevOps Engineer
Candidate_1654,10,"Node.js, MongoDB",MCA,Embedded Engineer
Candidate_1655,11,"Java, Spring",MCA,Data Analyst
Candidate_1656,8,"C++, IoT",B.Tech in CS,Product Manager
Candidate_1657,6,"Node.js, MongoDB",B.Sc in IT,Backend Developer
Candidate_1658,13,"Excel, Admin",Diploma in CS,Backend Developer
Candidate_1659,3,"Node.js, MongoDB",M.Tech,Embedded Engineer
Candidate_1660,0,"JavaScript, React",BCA,Virtual Assistant
Candidate_1661,7,"AWS, DevOps",BCA,DevOps Engineer
Candidate_1662,7,"Node.js, MongoDB",B.Com,Product Manager
Candidate_1663,6,"Python, SQL, ML",Diploma in CS,Embedded Engineer
Candidate_1664,6,"Node.js, MongoDB",MBA,Frontend Developer
Candidate_1665,3,"JavaScript, React",MCA,Backend Developer
Candidate_1666,9,"Node.js, MongoDB",Diploma in CS,Virtual Assistant
Candidate_1667,12,"Excel, Admin",B.Sc in IT,Data Analyst
Candidate_1668,11,"Excel, Admin",Diploma in CS,DevOps Engineer
Candidate_1669,4,"JavaScript, React",B.Sc in IT,Embedded Engineer
Candidate_1670,15,"C++, IoT",B.Com,Product Manager
Candidate_1671,10,"PHP, Laravel",Diploma in CS,Data Analyst
Candidate_1672,8,"C++, IoT",BCA,Virtual Assistant
Candidate_1673,7,"R, Statistics",M.Tech,Backend Developer
Candidate_1674,8,"PHP, Laravel",B.Sc in IT,Embedded Engineer
Candidate_1675,9,"Python, SQL, ML",Diploma in CS,Backend Developer
Candidate_1676,7,"C++, IoT",B.Com,Embedded Engineer
Candidate_1677,14,"AWS, DevOps",M.Tech,Embedded Engineer
Candidate_1678,6,"Java, Spring",B.Com,Data Scientist
Candidate_1679,15,"AWS, DevOps",B.Com,Backend Developer
Candidate_1680,6,"C++, IoT",B.Com,Data Scientist
Candidate_1681,3,"R, Statistics",BCA,Product Manager
Candidate_1682,5,"C++, IoT",MCA,Product Manager
Candidate_1683,3,"JavaScript, React",BCA,Data Scientist
Candidate_1684,14,"Java, Spring",B.Com,Data Scientist
Candidate_1685,14,"Python, SQL, ML",Diploma in CS,Virtual Assistant
Candidate_1686,10,"Node.js, MongoDB",B.Com,Data Analyst
Candidate_1687,7,"Node.js, MongoDB",M.Tech,Data Scientist
Candidate_1688,10,"Python, SQL, ML",M.Tech,Virtual Assistant
Candidate_1689,8,"Excel, Admin",Diploma in CS,Product Manager
Candidate_1690,13,"PHP, Laravel",B.Com,Embedded Engineer
Candidate_1691,14,"C++, IoT",MBA,Product Manager
Candidate_1692,3,"Python, SQL, ML",M.Tech,Product Manager
